state,district,month,bio_age_5_17,bio_age_17_,total_bio_updates,child_bio_ratio,adult_bio_ratio,bio_risk_score,month_name
Gujarat,Banaskantha,2025-09,7546,8342,15888,0.4749496475327291,0.5250503524672709,0.4899798590130916,September
Gujarat,Banaskantha,2025-10,1808,2175,3983,0.4539291990961587,0.5460708009038413,0.4815716796384635,October
Gujarat,Banaskantha,2025-11,4912,6131,11043,0.44480666485556464,0.5551933351444354,0.4779226659422259,November
Gujarat,Banaskantha,2025-12,13002,10863,23865,0.5448145820238843,0.45518541797611567,0.5179258328095537,December
Gujarat,Bharuch,2025-03,4757,5176,9933,0.4789086882110138,0.5210913117889862,0.49156347528440547,March
Gujarat,Bharuch,2025-04,4252,5159,9411,0.45181170970141327,0.5481882902985867,0.48072468388056533,April
Gujarat,Bharuch,2025-05,5135,5066,10201,0.5033820213704538,0.4966179786295461,0.5013528085481815,May
Gujarat,Bharuch,2025-06,4619,4893,9512,0.4855971404541632,0.5144028595458369,0.49423885618166524,June
Gujarat,Bharuch,2025-07,5880,6216,12096,0.4861111111111111,0.5138888888888888,0.49444444444444435,July
Gujarat,Bharuch,2025-09,3425,3264,6689,0.512034683809239,0.48796531619076094,0.5048138735236956,September
Gujarat,Bharuch,2025-10,1051,1057,2108,0.4985768500948767,0.5014231499051234,0.4994307400379506,October
Gujarat,Bharuch,2025-11,3452,3136,6588,0.5239829993928354,0.47601700060716456,0.5095931997571341,November
Gujarat,Bharuch,2025-12,5790,4050,9840,0.5884146341463414,0.4115853658536585,0.5353658536585365,December
Gujarat,Bhavnagar,2025-03,7812,10258,18070,0.43231876037631434,0.5676812396236857,0.47292750415052576,March
Gujarat,Bhavnagar,2025-04,7718,9386,17104,0.4512394761459308,0.5487605238540693,0.4804957904583723,April
Gujarat,Bhavnagar,2025-05,10156,10611,20767,0.4890451196610006,0.5109548803389994,0.4956180478644002,May
Gujarat,Bhavnagar,2025-06,9620,10417,20037,0.48011179318261216,0.5198882068173878,0.4920447172730448,June
Gujarat,Bhavnagar,2025-07,11751,13340,25091,0.46833525965485634,0.5316647403451437,0.48733410386194254,July
Gujarat,Bhavnagar,2025-09,5059,6457,11516,0.43930184091698504,0.5606981590830149,0.475720736366794,September
Gujarat,Bhavnagar,2025-10,1374,2002,3376,0.40699052132701424,0.5930094786729858,0.46279620853080566,October
Gujarat,Bhavnagar,2025-11,5207,5658,10865,0.47924528301886793,0.5207547169811321,0.4916981132075472,November
Gujarat,Bhavnagar,2025-12,7087,7239,14326,0.4946949602122016,0.5053050397877984,0.4978779840848806,December
Gujarat,Botad,2025-03,1347,831,2178,0.6184573002754821,0.38154269972451793,0.5473829201101928,March
Gujarat,Botad,2025-04,909,636,1545,0.5883495145631068,0.4116504854368932,0.5353398058252428,April
Gujarat,Botad,2025-05,1370,752,2122,0.6456173421300659,0.354382657869934,0.5582469368520263,May
Gujarat,Botad,2025-06,1598,889,2487,0.6425412143144351,0.35745878568556494,0.557016485725774,June
Gujarat,Botad,2025-07,2184,1115,3299,0.6620187935738102,0.33798120642618973,0.5648075174295241,July
Gujarat,Botad,2025-09,814,536,1350,0.6029629629629629,0.397037037037037,0.5411851851851851,September
Gujarat,Botad,2025-10,246,180,426,0.5774647887323944,0.4225352112676056,0.5309859154929577,October
Gujarat,Botad,2025-11,725,443,1168,0.6207191780821918,0.3792808219178082,0.5482876712328767,November
Gujarat,Botad,2025-12,1163,518,1681,0.6918500892325996,0.30814991076740034,0.5767400356930398,December
Gujarat,Chhotaudepur,2025-03,1551,1799,3350,0.46298507462686567,0.5370149253731343,0.4851940298507462,March
Gujarat,Chhotaudepur,2025-04,2427,2256,4683,0.518257527226137,0.4817424727738629,0.5073030108904548,April
Gujarat,Chhotaudepur,2025-05,3901,2781,6682,0.5838072433403173,0.41619275665968275,0.5335228973361269,May
Gujarat,Chhotaudepur,2025-06,2707,1873,4580,0.5910480349344979,0.4089519650655022,0.5364192139737991,June
Gujarat,Chhotaudepur,2025-07,3381,2290,5671,0.5961911479456886,0.4038088520543114,0.5384764591782755,July
Gujarat,Chhotaudepur,2025-09,1568,1495,3063,0.5119164218086842,0.4880835781913157,0.5047665687234737,September
Gujarat,Chhotaudepur,2025-10,401,386,787,0.5095298602287166,0.49047013977128334,0.5038119440914866,October
Gujarat,Chhotaudepur,2025-11,1023,920,1943,0.5265054040144107,0.4734945959855893,0.5106021616057643,November
Gujarat,Chhotaudepur,2025-12,1644,1399,3043,0.5402563259940848,0.4597436740059152,0.5161025303976339,December
Gujarat,Dahod,2025-03,6531,7658,14189,0.4602861371484953,0.5397138628515047,0.4841144548593981,March
Gujarat,Dahod,2025-04,7920,8011,15931,0.49714393321197664,0.5028560667880233,0.49885757328479063,April
Gujarat,Dahod,2025-05,8377,6855,15232,0.5499606092436975,0.4500393907563025,0.519984243697479,May
Gujarat,Dahod,2025-06,8612,6286,14898,0.5780641696872063,0.42193583031279364,0.5312256678748826,June
Gujarat,Dahod,2025-07,12063,8390,20453,0.5897912286706106,0.4102087713293893,0.5359164914682442,July
Gujarat,Dahod,2025-09,6174,5567,11741,0.5258495869176391,0.47415041308236094,0.5103398347670556,September
Gujarat,Dahod,2025-10,1134,1590,2724,0.41629955947136565,0.5837004405286343,0.4665198237885463,October
Gujarat,Dahod,2025-11,3717,4769,8486,0.4380155550318171,0.5619844449681829,0.47520622201272683,November
Gujarat,Dahod,2025-12,5708,6313,12021,0.47483570418434407,0.5251642958156559,0.48993428167373765,December
Gujarat,Devbhumi Dwarka,2025-03,1829,932,2761,0.6624411445128576,0.3375588554871423,0.564976457805143,March
Gujarat,Devbhumi Dwarka,2025-04,2361,1003,3364,0.7018430439952438,0.2981569560047562,0.5807372175980975,April
Gujarat,Devbhumi Dwarka,2025-05,2476,1165,3641,0.6800329579785773,0.3199670420214227,0.5720131831914309,May
Gujarat,Devbhumi Dwarka,2025-06,2545,1141,3686,0.6904503526858383,0.3095496473141617,0.5761801410743354,June
Gujarat,Devbhumi Dwarka,2025-07,2541,1343,3884,0.6542224510813595,0.3457775489186406,0.5616889804325438,July
Gujarat,Devbhumi Dwarka,2025-09,1236,773,2009,0.6152314584370333,0.38476854156296664,0.5460925833748133,September
Gujarat,Devbhumi Dwarka,2025-10,324,203,527,0.6148007590132827,0.38519924098671726,0.5459203036053131,October
Gujarat,Devbhumi Dwarka,2025-11,943,384,1327,0.7106254709871892,0.28937452901281085,0.5842501883948756,November
Gujarat,Devbhumi Dwarka,2025-12,3562,703,4265,0.8351699882766705,0.16483001172332942,0.6340679953106683,December
Gujarat,Dohad,2025-03,192,1688,1880,0.10212765957446808,0.8978723404255319,0.3408510638297872,March
Gujarat,Dohad,2025-04,367,1988,2355,0.15583864118895965,0.8441613588110404,0.36233545647558385,April
Gujarat,Dohad,2025-05,354,1586,1940,0.1824742268041237,0.8175257731958763,0.37298969072164945,May
Gujarat,Dohad,2025-06,320,1476,1796,0.17817371937639198,0.821826280623608,0.37126948775055674,June
Gujarat,Dohad,2025-07,379,2093,2472,0.15331715210355987,0.8466828478964401,0.3613268608414239,July
Gujarat,Dohad,2025-09,225,1359,1584,0.14204545454545456,0.8579545454545454,0.3568181818181818,September
Gujarat,Dohad,2025-10,56,413,469,0.11940298507462686,0.8805970149253731,0.34776119402985073,October
Gujarat,Dohad,2025-11,122,1293,1415,0.0862190812720848,0.9137809187279152,0.3344876325088339,November
Gujarat,Dohad,2025-12,153,1652,1805,0.08476454293628809,0.9152354570637119,0.33390581717451523,December
Gujarat,Gandhinagar,2025-03,4273,5905,10178,0.4198270780113971,0.5801729219886028,0.4679308312045588,March
Gujarat,Gandhinagar,2025-04,3978,5229,9207,0.43206256109481916,0.5679374389051809,0.4728250244379276,April
Gujarat,Gandhinagar,2025-05,5323,6353,11676,0.45589242891401166,0.5441075710859884,0.48235697156560464,May
Gujarat,Gandhinagar,2025-06,5724,6342,12066,0.47439085032322226,0.5256091496767777,0.4897563401292889,June
Gujarat,Gandhinagar,2025-07,6010,7241,13251,0.45355067542072297,0.5464493245792771,0.48142027016828914,July
Gujarat,Gandhinagar,2025-09,2555,3614,6169,0.4141676122548225,0.5858323877451775,0.465667044901929,September
Gujarat,Gandhinagar,2025-10,565,897,1462,0.38645690834473323,0.6135430916552668,0.45458276333789327,October
Gujarat,Gandhinagar,2025-11,2068,2998,5066,0.40821160679036717,0.5917883932096328,0.4632846427161469,November
Gujarat,Gandhinagar,2025-12,3190,4299,7489,0.4259580718386968,0.5740419281613033,0.47038322873547866,December
Gujarat,Gir Somnath,2025-03,2574,1707,4281,0.6012613875262789,0.3987386124737211,0.5405045550105115,March
Gujarat,Gir Somnath,2025-04,2439,1721,4160,0.5862980769230769,0.41370192307692305,0.5345192307692307,April
Gujarat,Gir Somnath,2025-05,2737,1688,4425,0.6185310734463276,0.3814689265536723,0.547412429378531,May
Gujarat,Gir Somnath,2025-06,2978,1744,4722,0.6306649724692927,0.36933502753070735,0.5522659889877171,June
Gujarat,Gir Somnath,2025-07,4119,2521,6640,0.6203313253012048,0.37966867469879517,0.5481325301204819,July
Gujarat,Gir Somnath,2025-09,1564,1065,2629,0.5949030049448459,0.40509699505515406,0.5379612019779384,September
Gujarat,Gir Somnath,2025-10,635,385,1020,0.6225490196078431,0.37745098039215685,0.5490196078431373,October
Gujarat,Gir Somnath,2025-11,1801,826,2627,0.6855728968405025,0.3144271031594975,0.574229158736201,November
Gujarat,Gir Somnath,2025-12,5053,1209,6262,0.806930693069307,0.19306930693069307,0.6227722772277227,December
Gujarat,Jamnagar,2025-03,4794,5215,10009,0.47896892796483165,0.5210310720351683,0.49158757118593266,March
Gujarat,Jamnagar,2025-04,3999,4706,8705,0.45939115450890294,0.5406088454910971,0.48375646180356113,April
Gujarat,Jamnagar,2025-05,7695,6573,14268,0.5393187552565181,0.46068124474348193,0.5157275021026072,May
Gujarat,Jamnagar,2025-06,6281,5681,11962,0.5250794181574987,0.47492058184250124,0.5100317672629995,June
Gujarat,Jamnagar,2025-07,5884,6033,11917,0.4937484266174373,0.5062515733825628,0.4974993706469749,July
Gujarat,Jamnagar,2025-09,2925,3416,6341,0.4612837091941334,0.5387162908058666,0.48451348367765334,September
Gujarat,Jamnagar,2025-10,1054,1182,2236,0.47137745974955275,0.5286225402504472,0.4885509838998211,October
Gujarat,Jamnagar,2025-11,2911,2948,5859,0.49684246458440007,0.5031575354155999,0.49873698583376,November
Gujarat,Jamnagar,2025-12,5347,4458,9805,0.5453340132585416,0.4546659867414584,0.5181336053034167,December
Gujarat,Junagadh,2025-03,3500,8433,11933,0.29330428224252075,0.7066957177574793,0.41732171289700826,March
Gujarat,Junagadh,2025-04,3163,8036,11199,0.2824359317796232,0.7175640682203768,0.4129743727118492,April
Gujarat,Junagadh,2025-05,4568,9031,13599,0.33590705198911686,0.6640929480108831,0.4343628207956467,May
Gujarat,Junagadh,2025-06,4619,9540,14159,0.3262236033618193,0.6737763966381807,0.43048944134472766,June
Gujarat,Junagadh,2025-07,6139,12136,18275,0.3359233926128591,0.6640766073871409,0.43436935704514357,July
Gujarat,Junagadh,2025-09,2334,5974,8308,0.28093403948001927,0.7190659605199807,0.4123736157920077,September
Gujarat,Junagadh,2025-10,892,2000,2892,0.3084370677731674,0.6915629322268326,0.42337482710926694,October
Gujarat,Junagadh,2025-11,2566,5417,7983,0.32143304522109484,0.6785669547789052,0.42857321808843796,November
Gujarat,Junagadh,2025-12,6214,8110,14324,0.4338173694498743,0.5661826305501256,0.47352694777994964,December
Gujarat,Kachchh,2025-03,9380,6902,16282,0.5760963026655203,0.4239036973344798,0.5304385210662081,March
Gujarat,Kachchh,2025-04,9160,7044,16204,0.5652925203653419,0.4347074796346581,0.5261170081461368,April
Gujarat,Kachchh,2025-05,10768,8013,18781,0.5733454022682498,0.4266545977317502,0.5293381609072999,May
Gujarat,Kachchh,2025-06,10676,8032,18708,0.5706649561684841,0.42933504383151594,0.5282659824673936,June
Gujarat,Kachchh,2025-07,9795,10118,19913,0.4918897202832321,0.5081102797167679,0.49675588811329285,July
Gujarat,Kachchh,2025-09,3459,4035,7494,0.4615692554043235,0.5384307445956765,0.48462770216172935,September
Gujarat,Kachchh,2025-10,1557,1684,3241,0.48040728170317804,0.519592718296822,0.4921629126812712,October
Gujarat,Kachchh,2025-11,4349,4369,8718,0.4988529479238357,0.5011470520761643,0.4995411791695343,November
Gujarat,Kachchh,2025-12,8226,6394,14620,0.5626538987688099,0.43734610123119017,0.525061559507524,December
Gujarat,Kheda,2025-03,6929,10058,16987,0.40790015894507564,0.5920998410549243,0.4631600635780302,March
Gujarat,Kheda,2025-04,5900,7903,13803,0.4274433094254872,0.5725566905745127,0.47097732377019486,April
Gujarat,Kheda,2025-05,6775,7951,14726,0.4600706233872063,0.5399293766127937,0.48402824935488253,May
Gujarat,Kheda,2025-06,8100,9083,17183,0.47139614735494384,0.5286038526450562,0.4885584589419775,June
Gujarat,Kheda,2025-07,8445,11058,19503,0.4330103061067528,0.5669896938932472,0.47320412244270105,July
Gujarat,Kheda,2025-09,4071,6805,10876,0.3743104082383229,0.625689591761677,0.44972416329532916,September
Gujarat,Kheda,2025-10,1034,2120,3154,0.3278376664552949,0.6721623335447051,0.431135066582118,October
Gujarat,Kheda,2025-11,2839,5461,8300,0.34204819277108434,0.6579518072289157,0.4368192771084337,November
Gujarat,Kheda,2025-12,5642,6987,12629,0.4467495446987093,0.5532504553012907,0.4786998178794837,December
Gujarat,Mahesana,2025-03,5066,7773,12839,0.3945790170574032,0.6054209829425968,0.45783160682296126,March
Gujarat,Mahesana,2025-04,3672,5662,9334,0.39340047139490036,0.6065995286050996,0.4573601885579601,April
Gujarat,Mahesana,2025-05,5382,7238,12620,0.42646592709984155,0.5735340729001585,0.4705863708399366,May
Gujarat,Mahesana,2025-06,7017,7975,14992,0.4680496264674493,0.5319503735325507,0.4872198505869797,June
Gujarat,Mahesana,2025-07,9271,10661,19932,0.4651314469195264,0.5348685530804737,0.48605257876781055,July
Gujarat,Mahesana,2025-09,3641,5251,8892,0.40946918578497526,0.5905308142150247,0.4637876743139901,September
Gujarat,Mahesana,2025-10,898,1571,2469,0.36371000405022275,0.6362899959497772,0.44548400162008905,October
Gujarat,Mahesana,2025-11,2669,4504,7173,0.37208978112365815,0.6279102188763418,0.4488359124494632,November
Gujarat,Mahesana,2025-12,5338,6324,11662,0.4577259475218659,0.5422740524781341,0.48309037900874635,December
Gujarat,Mahisagar,2025-03,1999,1808,3807,0.5250853690570003,0.47491463094299974,0.5100341476228001,March
Gujarat,Mahisagar,2025-04,1745,1517,3262,0.5349478847332925,0.46505211526670753,0.5139791538933169,April
Gujarat,Mahisagar,2025-05,2174,1643,3817,0.5695572439088289,0.43044275609117105,0.5278228975635315,May
Gujarat,Mahisagar,2025-06,2534,1604,4138,0.612373127114548,0.3876268728854519,0.5449492508458191,June
Gujarat,Mahisagar,2025-07,3581,2104,5685,0.6299032541776605,0.3700967458223395,0.5519613016710642,July
Gujarat,Mahisagar,2025-09,1539,1420,2959,0.5201081446434607,0.4798918553565394,0.5080432578573842,September
Gujarat,Mahisagar,2025-10,495,407,902,0.5487804878048781,0.45121951219512196,0.5195121951219512,October
Gujarat,Mahisagar,2025-11,1315,903,2218,0.5928764652840397,0.4071235347159603,0.5371505861136159,November
Gujarat,Mahisagar,2025-12,2660,1504,4164,0.6388088376560999,0.3611911623439001,0.5555235350624399,December
Gujarat,Morbi,2025-03,2220,1289,3509,0.6326588771729837,0.36734112282701625,0.5530635508691935,March
Gujarat,Morbi,2025-04,2887,1336,4223,0.6836372247217618,0.3163627752782382,0.5734548898887047,April
Gujarat,Morbi,2025-05,3969,1670,5639,0.7038482000354673,0.2961517999645327,0.5815392800141869,May
Gujarat,Morbi,2025-06,3322,1539,4861,0.6833984776794898,0.3166015223205102,0.5733593910717959,June
Gujarat,Morbi,2025-07,3536,1730,5266,0.6714774022028105,0.3285225977971895,0.5685909608811242,July
Gujarat,Morbi,2025-09,1380,914,2294,0.6015693112467306,0.3984306887532694,0.5406277244986922,September
Gujarat,Morbi,2025-10,566,285,851,0.6650998824911868,0.33490011750881316,0.5660399529964747,October
Gujarat,Morbi,2025-11,1502,744,2246,0.6687444345503116,0.3312555654496883,0.5674977738201246,November
Gujarat,Morbi,2025-12,2058,932,2990,0.6882943143812709,0.3117056856187291,0.5753177257525083,December
Gujarat,Narmada,2025-03,2020,4588,6608,0.3056900726392252,0.6943099273607748,0.42227602905569006,March
Gujarat,Narmada,2025-04,1836,3207,5043,0.364069006543724,0.635930993456276,0.44562760261748957,April
Gujarat,Narmada,2025-05,2301,3087,5388,0.42706013363028955,0.5729398663697105,0.4708240534521158,May
Gujarat,Narmada,2025-06,2418,2875,5293,0.4568297751747591,0.5431702248252409,0.4827319100699036,June
Gujarat,Narmada,2025-07,2836,3684,6520,0.4349693251533742,0.5650306748466257,0.47398773006134964,July
Gujarat,Narmada,2025-09,1259,2056,3315,0.379788838612368,0.620211161387632,0.4519155354449472,September
Gujarat,Narmada,2025-10,353,672,1025,0.344390243902439,0.655609756097561,0.43775609756097555,October
Gujarat,Narmada,2025-11,894,1413,2307,0.38751625487646296,0.6124837451235371,0.4550065019505852,November
Gujarat,Narmada,2025-12,1416,2283,3699,0.38280616382806165,0.6171938361719383,0.45312246553122465,December
Gujarat,Navsari,2025-03,2369,2679,5048,0.46929477020602217,0.5307052297939778,0.4877179080824089,March
Gujarat,Navsari,2025-04,2813,2655,5468,0.5144476956839795,0.4855523043160205,0.5057790782735918,April
Gujarat,Navsari,2025-05,2904,2740,5644,0.5145287030474841,0.48547129695251595,0.5058114812189937,May
Gujarat,Navsari,2025-06,2944,2731,5675,0.5187665198237885,0.4812334801762115,0.5075066079295154,June
Gujarat,Navsari,2025-07,4341,3427,7768,0.5588311019567456,0.4411688980432544,0.5235324407826982,July
Gujarat,Navsari,2025-09,2402,1871,4273,0.5621343318511585,0.43786566814884154,0.5248537327404634,September
Gujarat,Navsari,2025-10,934,768,1702,0.5487661574618097,0.4512338425381904,0.5195064629847239,October
Gujarat,Navsari,2025-11,2388,2275,4663,0.5121166630924298,0.48788333690757024,0.5048466652369719,November
Gujarat,Navsari,2025-12,3073,2238,5311,0.5786104311805687,0.42138956881943135,0.5314441724722274,December
Gujarat,Panch Mahals,2025-09,5,67,72,0.06944444444444445,0.9305555555555556,0.3277777777777778,September
Gujarat,Panch Mahals,2025-10,2,40,42,0.047619047619047616,0.9523809523809523,0.319047619047619,October
Gujarat,Panch Mahals,2025-11,6,99,105,0.05714285714285714,0.9428571428571428,0.32285714285714284,November
Gujarat,Panch Mahals,2025-12,9,99,108,0.08333333333333333,0.9166666666666666,0.3333333333333333,December
Gujarat,Panchmahals,2025-03,3743,9258,13001,0.28790093069763867,0.7120990693023613,0.41516037227905545,March
